@SampleID: 28
@Version: 0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain
@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_GENOMEID

2	superkingdom	2	Bacteria	100.0
1415775	strain	2|1239|186801|186802|31979|1485|1561|1415775	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium baratii	0.0	denovo10506.0
1761889.0	strain	2|976|200643|171549|171552|838|1761889|1761889.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. tf2-5|Unclassified Prevotella sp. tf2-5 strain	0.000210196375914	denovo2819.1
47715.0	strain	2|1239|91061|186826|33958|1578|47715|47715.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus rhamnosus|Unclassified Lactobacillus rhamnosus strain	0.0	denovo4463.0
47715.1	strain	2|1239|91061|186826|33958|1578|47715|47715.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus rhamnosus|Unclassified Lactobacillus rhamnosus strain	0.0	269058.0
1215078	strain	2|1239|186801|186802|186804|1870884|1496|1215078	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Clostridioides|Clostridioides difficile	0.0	4460109.1
1200747.0	strain	2|1239|186801|186802|186803|1200747|1200747.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium G11|Unclassified Lachnospiraceae bacterium G11 strain	0.0	denovo4607.0
1227269	strain	2|976|200643|171549|171551|836|837|1227269	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis	0.0	175706.0
889453.0	strain	2|976|200643|1970189|558415|1193324|889453|889453.0	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Alkalitalea|Alkalitalea saponilacus|Unclassified Alkalitalea saponilacus strain	0.0	denovo11146.0
889453.1	strain	2|976|200643|1970189|558415|1193324|889453|889453.1	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Alkalitalea|Alkalitalea saponilacus|Unclassified Alkalitalea saponilacus strain	0.0	denovo6472.0
1200751.0	strain	2|1239|186801|186802|541000|1200751|1200751.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcaceae bacterium P7|Unclassified Ruminococcaceae bacterium P7 strain	0.000739234891887	4480176.0
1122930	strain	2|1239|186801|186802|541000|100175|100176|1122930	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Papillibacter|Papillibacter cinnamivorans	0.0	181961.0
1122931	strain	2|976|200643|171549|2005525|375288|574930|1122931	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides gordonii	0.0	denovo8701.0
1034345	strain	2|201174|84998|84999|84107|1473205|1473216|1034345	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Senegalimassilia|Senegalimassilia anaerobia	0.1663	denovo4408.0
397945	strain	2|1224|28216|80840|80864|12916|80869|397945	Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Acidovorax|Acidovorax citrulli	0.0	4355314.0
1739394.0	strain	2|976|200643|171549|171551|836|1739394|1739394.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas sp. HMSC065F10|Unclassified Porphyromonas sp. HMSC065F10 strain	0.0508223988172	174573.0
244362.0	strain	2|1239|186801|186802|541000|1263|244362|244362.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus sp. YE71|Unclassified Ruminococcus sp. YE71 strain	0.000369617445943	178480.0
879243	strain	2|976|200643|171549|171551|836|28123|879243	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas asaccharolytica	0.0	denovo10721.0
1211023	strain	2|976|200643|171549|171551|836|837|1211023	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis	0.0	denovo9644.0
385682.0	strain	2|976|200643|1970189|558415|1434049|385682|385682.0	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Marinilabiliaceae|Thermophagus|Thermophagus xiamenensis|Unclassified Thermophagus xiamenensis strain	0.0	denovo2533.0
936595.0	strain	2|1239|186801|186802|186803|1164882|936595|936595.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoanaerobaculum|Lachnoanaerobaculum sp. OBRC5-5|Unclassified Lachnoanaerobaculum sp. OBRC5-5 strain	0.0	194787.0
1120918	strain	2|1239|186801|186802|186803|31980|2382|1120918	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Acetitomaculum|Acetitomaculum ruminis	0.0	denovo6356.0
1780376.0	strain	2|976|200643|171549|171550|239759|1780376|1780376.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes sp. CHKCI003|Unclassified Alistipes sp. CHKCI003 strain	0.0	4476780.0
1280665.0	strain	2|1239|186801|186802|186803|830|1280665|1280665.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. XPD2002|Unclassified Butyrivibrio sp. XPD2002 strain	0.0	168984.0
47770.0	strain	2|1239|91061|186826|33958|1578|47770|47770.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus crispatus|Unclassified Lactobacillus crispatus strain	0.000184808722972	denovo11386.0
1280667.0	strain	2|1239|186801|186802|186803|830|1280667|1280667.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. VCB2001|Unclassified Butyrivibrio sp. VCB2001 strain	0.0	324985.0
1122972	strain	2|976|200643|171549|171551|836|111105|1122972	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gulae	0.0	denovo5222.0
1122973	strain	2|976|200643|171549|171551|836|28114|1122973	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas levii	0.0	denovo5579.0
1122974	strain	2|976|200643|171549|171551|836|28115|1122974	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas macacae	0.0	denovo7720.0
1903263.0	strain	2|1239|526524|526525|128827|1929045|1903263|1903263.0	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Traorella|Traorella massiliensis|Unclassified Traorella massiliensis strain	0.000554426168915	167420.0
1122976	strain	2|976|200643|171549|171551|836|281920|1122976	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas uenonis	0.0	denovo4382.0
1280673.0	strain	2|1239|186801|186802|186803|830|1280673|1280673.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. AE3006|Unclassified Butyrivibrio sp. AE3006 strain	0.0	denovo2529.0
1168034.0	strain	2|976|200643|1970189|1471398|1471399|1168034|1168034.0	Bacteria|Bacteroidetes|Bacteroidia|Marinilabiliales|Prolixibacteraceae|Draconibacterium|Draconibacterium orientale|Unclassified Draconibacterium orientale strain	0.0	denovo10247.1
658083.0	strain	2|1239|186801|186802|186803|658083|658083.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 6_1_63FAA|Unclassified Lachnospiraceae bacterium 6_1_63FAA strain	0.0	4351214.0
1280676.0	strain	2|1239|186801|186802|186803|830|1280676|1280676.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. WCD3002|Unclassified Butyrivibrio sp. WCD3002 strain	0.0	261277.0
658085.0	strain	2|1239|186801|186802|186803|658085|658085.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 5_1_57FAA|Unclassified Lachnospiraceae bacterium 5_1_57FAA strain	0.0	185483.0
658086.0	strain	2|1239|186801|186802|186803|658086|658086.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 3_1_57FAA_CT1|Unclassified Lachnospiraceae bacterium 3_1_57FAA_CT1 strain	0.000150234538731	denovo5363.0
658087.0	strain	2|1239|186801|186802|186803|658087|658087.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 7_1_58FAA|Unclassified Lachnospiraceae bacterium 7_1_58FAA strain	0.0	260756.0
1122984	strain	2|976|200643|171549|171552|838|28131|1122984	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella intermedia	0.0	denovo2313.0
658089.0	strain	2|1239|186801|186802|186803|658089|658089.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnospiraceae bacterium 5_1_63FAA|Unclassified Lachnospiraceae bacterium 5_1_63FAA strain	0.0	1109559.0
1280682.0	strain	2|1239|186801|186802|186803|830|1280682|1280682.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. XBB1001|Unclassified Butyrivibrio sp. XBB1001 strain	0.0	denovo9767.0
1122987	strain	2|976|200643|171549|171552|838|189723|1122987	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella micans	0.0	denovo11993.0
457388.0	strain	2|976|200643|171549|2005525|375288|457388|457388.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Tannerellaceae|Parabacteroides|Parabacteroides sp. 2_1_7|Unclassified Parabacteroides sp. 2_1_7 strain	0.000369617445943	179838.0
1280685.0	strain	2|1239|186801|186802|186803|830|1280685|1280685.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. NC3005|Unclassified Butyrivibrio sp. NC3005 strain	0.0	denovo2276.1
1280686.0	strain	2|1239|186801|186802|186803|830|1280686|1280686.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio sp. MC2013|Unclassified Butyrivibrio sp. MC2013 strain	0.000325247404325	1678333.1
1280687	strain	2|1239|186801|186802|186803|830|831|1280687	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio fibrisolvens	0.0	293580.0
1280688	strain	2|1239|186801|186802|186803|46205|46206|1280688	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio ruminis	0.037	4440624.0
457393.0	strain	2|976|200643|171549|815|816|457393|457393.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. 4_1_36|Unclassified Bacteroides sp. 4_1_36 strain	0.0	denovo2956.0
457394.0	strain	2|976|200643|171549|815|816|457394|457394.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. 4_3_47FAA|Unclassified Bacteroides sp. 4_3_47FAA strain	0.0	4378081.1
1280691	strain	2|1239|186801|186802|186803|572511|418240|1280691	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Blautia|Blautia wexlerae	0.0013	315496.1
29364.0	strain	2|1239|186801|186802|186803|1506553|29364|29364.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] polysaccharolyticum|Unclassified [Clostridium] polysaccharolyticum strain	0.0	denovo4689.0
2741.0	strain	2|1239|186801|186802|186807|2740|2741|2741.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Peptococcus|Peptococcus niger|Unclassified Peptococcus niger strain	0.0	4315396.0
1280694	strain	2|1239|186801|186802|186803|46205|46206|1280694	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio ruminis	0.0	denovo8441.0
1280695	strain	2|1239|186801|186802|186803|1506553|1531|1280695	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] clostridioforme	0.0	174358.0
1120953	strain	2|1224|1236|135622|72275|249523|226010|1120953	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Aestuariibacter|Aestuariibacter salexigens	0.0	193418.0
1280698	strain	2|1239|186801|186802|186803|189330|88431|1280698	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Dorea|Dorea longicatena	0.0	1109178.0
1030843	strain	2|976|200643|171549|171551|836|837|1030843	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis	0.0185	177917.0
1280700	strain	2|1239|186801|186802|186803|830|831|1280700	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio fibrisolvens	0.0185	136604.0
1234378	strain	2|1224|28221|213115|194924|41707|29546|1234378	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Lawsonia|Lawsonia intracellularis	0.0185	denovo12532.0
1841855.0	strain	2|976|200643|171549|815|816|1841855|1841855.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. Marseille-P2653|Unclassified Bacteroides sp. Marseille-P2653 strain	0.000739234891887	denovo10472.0
748224	strain	2|1239|186801|186802|541000|216851|853|748224	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Faecalibacterium|Faecalibacterium prausnitzii	0.0	110016.0
393921.0	strain	2|976|200643|171549|171551|836|393921|393921.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas crevioricanis|Unclassified Porphyromonas crevioricanis strain	0.0	denovo10471.0
1739459.0	strain	2|976|200643|171549|171552|838|1739459|1739459.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. HMSC073D09|Unclassified Prevotella sp. HMSC073D09 strain	3.68599099301e-06	denovo2227.1
1123012	strain	2|1239|186801|186802|186803|46205|185007|1123012	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio xylanivorans	0.0	319702.0
1841867.0	strain	2|1239|186801|186802|541000|1926663|1841867|1841867.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Phocea|Phocea massiliensis|Unclassified Phocea massiliensis strain	0.0	denovo7933.1
426701.0	strain	2|1239|91061|186826|186828|99906|426701|426701.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Carnobacteriaceae|Alkalibacterium|Alkalibacterium thalassium|Unclassified Alkalibacterium thalassium strain	4.73872493953e-05	denovo2181.1
457422.0	strain	2|1239|526524|526525|128827|457422|457422.0	Bacteria|Firmicutes|Erysipelotrichia|Erysipelotrichales|Erysipelotrichaceae|Erysipelotrichaceae bacterium 2_2_44A|Unclassified Erysipelotrichaceae bacterium 2_2_44A strain	5.84722817605e-05	4444771.0
457424	strain	2|976|200643|171549|815|816|817|457424	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis	0.0	denovo4399.0
1120990	strain	2|1239|186801|186802|1491775|42447|108328|1120990	Bacteria|Firmicutes|Clostridia|Clostridiales|Proteinivoraceae|Anaerobranca|Anaerobranca gottschalkii	0.0	228785.0
273119	strain	2|544448|31969|2085|2092|2129|134821|273119	Bacteria|Tenericutes|Mollicutes|Mycoplasmatales|Mycoplasmataceae|Ureaplasma|Ureaplasma parvum	0.0	denovo13353.0
1120996	strain	2|1239|186801|186802|186803|653683|264463|1120996	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Anaerosporobacter|Anaerosporobacter mobilis	0.037	181348.0
1120997	strain	2|1239|909932|909929|1843491|82373|82374|1120997	Bacteria|Firmicutes|Negativicutes|Selenomonadales|Selenomonadaceae|Anaerovibrio|Anaerovibrio lipolyticus	0.0	denovo1277.0
1120998	strain	2|1239|186801|186802|543314|109326|109327|1120998	Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiales Family XIII. Incertae Sedis|Anaerovorax|Anaerovorax odorimutans	0.2587	1111328.0
679935	strain	2|976|200643|171549|171550|239759|214856|679935	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Rikenellaceae|Alistipes|Alistipes finegoldii	0.0	4449518.0
1739496.0	strain	2|976|200643|171549|171552|838|1739496|1739496.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. HMSC069G02|Unclassified Prevotella sp. HMSC069G02 strain	0.0	denovo3780.0
1123059	strain	2|1224|28211|204455|69657|437506|437507|1123059	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Hyphomonadaceae|Robiginitomaculum|Robiginitomaculum antarcticum	0.0	1571092.0
329854.0	strain	2|976|200643|171549|815|816|329854|329854.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides intestinalis|Unclassified Bacteroides intestinalis strain	0.0	332732.0
2018038.0	strain	2|201174|84998|84999|84107|102106|2018038|2018038.0	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella sp. TF06-26|Unclassified Collinsella sp. TF06-26 strain	0.0	denovo13345.0
1739517.0	strain	2|976|200643|171549|815|816|1739517|1739517.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides sp. HMSC073E02|Unclassified Bacteroides sp. HMSC073E02 strain	0.0	296045.0
1739520.0	strain	2|976|200643|171549|171552|838|1739520|1739520.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella sp. HMSC077E08|Unclassified Prevotella sp. HMSC077E08 strain	0.0	denovo6551.1
1123075	strain	2|1239|186801|186802|541000|1263|438033|1123075	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus gauvreauii	0.0	358007.1
1776391.0	strain	2|1239|186801|186802|186804|1501226|1776391|1776391.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Romboutsia|Romboutsia timonensis|Unclassified Romboutsia timonensis strain	0.0005506699984	264155.0
1739529.0	strain	2|976|200643|171549|171551|836|1739529|1739529.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas sp. HMSC077F02|Unclassified Porphyromonas sp. HMSC077F02 strain	0.0	denovo3289.1
152331.0	strain	2|1239|91061|186826|33958|1578|152331|152331.0	Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus parabuchneri|Unclassified Lactobacillus parabuchneri strain	0.0	271185.0
1686296.0	strain	2|976|200643|171549|171551|1923867|1686296|1686296.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Gabonia|Gabonia massiliensis|Unclassified Gabonia massiliensis strain	0.0	denovo9569.0
37658.0	strain	2|1239|186801|186802|186803|1506553|37658|37658.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|[Clostridium] populeti|Unclassified [Clostridium] populeti strain	0.000369617445943	351309.0
817.0	strain	2|976|200643|171549|815|816|817|817.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Unclassified Bacteroides fragilis strain	0.0012936610608	denovo10769.0
817.1	strain	2|976|200643|171549|815|816|817|817.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Unclassified Bacteroides fragilis strain	0.0	4439360.0
817.2	strain	2|976|200643|171549|815|816|817|817.2	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Unclassified Bacteroides fragilis strain	0.00997967104047	4340358.0
817.3	strain	2|976|200643|171549|815|816|817|817.3	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides fragilis|Unclassified Bacteroides fragilis strain	0.134725559046	304047.0
521003	strain	2|201174|84998|84999|84107|102106|147207|521003	Bacteria|Actinobacteria|Coriobacteriia|Coriobacteriales|Coriobacteriaceae|Collinsella|Collinsella intestinalis	0.0	173965.0
1745713.0	strain	2|1239|186801|186802|186803|1924081|1745713|1745713.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Bariatricus|Bariatricus massiliensis|Unclassified Bariatricus massiliensis strain	0.0	4327881.0
820.0	strain	2|976|200643|171549|815|816|820|820.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides uniformis|Unclassified Bacteroides uniformis strain	0.0	276484.0
821.0	strain	2|976|200643|171549|815|816|821|821.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides vulgatus|Unclassified Bacteroides vulgatus strain	0.000178016341849	denovo7794.1
821.1	strain	2|976|200643|171549|815|816|821|821.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides vulgatus|Unclassified Bacteroides vulgatus strain	0.000369617445943	192684.0
1321782	strain	2|1239|186801|186802|186803|265975|652706|1321782	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Oribacterium|Oribacterium sp. oral taxon 078	0.0	denovo7302.0
1321819	strain	2|976|200643|171549|815|816|310300|1321819	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides pyogenes	0.0	328617.0
831.0	strain	2|1239|186801|186802|186803|830|831|831.0	Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio fibrisolvens|Unclassified Butyrivibrio fibrisolvens strain	0.000369617445943	330296.0
471875	strain	2|1239|186801|186802|541000|1263|46228|471875	Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus lactaris	0.0	denovo8298.1
837.0	strain	2|976|200643|171549|171551|836|837|837.0	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	1.05899024226e-06	197644.0
837.1	strain	2|976|200643|171549|171551|836|837|837.1	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo5848.0
837.2	strain	2|976|200643|171549|171551|836|837|837.2	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo3498.0
837.3	strain	2|976|200643|171549|171551|836|837|837.3	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo1402.1
837.4	strain	2|976|200643|171549|171551|836|837|837.4	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	183958.0
837.5	strain	2|976|200643|171549|171551|836|837|837.5	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo5886.0
837.6	strain	2|976|200643|171549|171551|836|837|837.6	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo5886.1
837.7	strain	2|976|200643|171549|171551|836|837|837.7	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	995147.0
837.8	strain	2|976|200643|171549|171551|836|837|837.8	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo8373.0
837.9	strain	2|976|200643|171549|171551|836|837|837.9	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo663.1
837.10	strain	2|976|200643|171549|171551|836|837|837.10	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.00404160092645	192316.1
837.11	strain	2|976|200643|171549|171551|836|837|837.11	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	178274.0
837.12	strain	2|976|200643|171549|171551|836|837|837.12	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	175712.0
837.13	strain	2|976|200643|171549|171551|836|837|837.13	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo5222.1
837.14	strain	2|976|200643|171549|171551|836|837|837.14	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	190673.0
837.15	strain	2|976|200643|171549|171551|836|837|837.15	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo10471.1
837.16	strain	2|976|200643|171549|171551|836|837|837.16	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	7.17234108416e-05	228730.0
837.17	strain	2|976|200643|171549|171551|836|837|837.17	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo4382.1
837.18	strain	2|976|200643|171549|171551|836|837|837.18	Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas gingivalis|Unclassified Porphyromonas gingivalis strain	0.0	denovo9703.0
