@SampleID:
@Version:0.9.1
@Ranks:superkingdom|phylum|class|order|family|genus|species|strain

@@TAXID	RANK	TAXPATH	TAXPATHSN	PERCENTAGE	_CAMI_genomeID	_CAMI_OTU
680.1	strain	2|1224|1236|135623|641|662|680|680.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio campbellii|Vibrio campbellii strain	0.0000	Otu2217	2
342948.1	strain	2157|28890|183968|2258|2259|2263|342948|342948.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus onnurineus|Thermococcus onnurineus strain	0.0086	Otu1330	2157
979.2	strain	2|976|117743|200644|49546|104264|979|979.2	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga lytica|Cellulophaga lytica strain	0.0000	Otu1068.0	49546
244787.1	strain	2|1224|29547|235899|224467|191291|244787|244787.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Nautiliales|Nautiliaceae|Nautilia|Nautilia profundicola|Nautilia profundicola strain	0.0086	Otu2169.0	224467
979.1	strain	2|976|117743|200644|49546|104264|979|979.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga lytica|Cellulophaga lytica strain	0.0000	Otu612.0	104264
759620.1	strain	2|1239|91061|186826|81850|46255|759620|759620.1	Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella ceti|Weissella ceti strain	0.0000	Otu2239	2
131112.1	strain	2|201174|1760|2037|2049|28263|131112|131112.1	Bacteria|Actinobacteria|Actinobacteria|Actinomycetales|Actinomycetaceae|Arcanobacterium|Arcanobacterium phocae|Arcanobacterium phocae strain	0.0086	Otu1316	2
759620.3	strain	2|1239|91061|186826|81850|46255|759620|759620.3	Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella ceti|Weissella ceti strain	0.0000	Otu1540	2
759620.2	strain	2|1239|91061|186826|81850|46255|759620|759620.2	Bacteria|Firmicutes|Bacilli|Lactobacillales|Leuconostocaceae|Weissella|Weissella ceti|Weissella ceti strain	0.0000	Otu1680	2
1129.1	strain	2|1117||1890424|1890426|1129||1129.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus||Synechococcus strain	0.0000	Otu211	2
1760.4	strain	2|201174|1760|||||1760.4	Bacteria|Actinobacteria|Actinobacteria|||||Actinobacteria strain	0.0086	Otu2206	2
1003110.1	strain	2|201174|1760|85008|28056|84593|1003110|1003110.1	Bacteria|Actinobacteria|Actinobacteria|Micromonosporales|Micromonosporaceae|Verrucosispora|Verrucosispora maris|Verrucosispora maris strain	0.0884	Otu222.0	28056
83171.1	strain	2157|28890|183939|2182|196117|196118|83171|83171.1	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus fervens|Methanocaldococcus fervens strain	0.0000	Otu1415	2157
59600.1	strain	2|976|117743|200644|49546|104264|59600|59600.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga algicola|Cellulophaga algicola strain	0.0000	Otu169.0	49546
1494608.1	strain	2|201174|1760|85006|1268|1663|1494608|1494608.1	Bacteria|Actinobacteria|Actinobacteria|Micrococcales|Micrococcaceae|Arthrobacter|Arthrobacter sp. PAMC 25486|Arthrobacter sp. PAMC 25486 strain	0.0000	Otu2395	2
32644.68	strain	||||||32644|32644.68	||||||unidentified|unidentified strain	0.1317	RNODE_392_length_2136_cov_7.00284	32644
135577.1	strain	2|1224|1236|135622|267893|135575|135577|135577.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Idiomarinaceae|Idiomarina|Idiomarina loihiensis|Idiomarina loihiensis strain	0.0086	Otu1455	2
32644.65	strain	||||||32644|32644.65	||||||unidentified|unidentified strain	0.3905	RNODE_394_length_3642_cov_5.12873	32644
32644.64	strain	||||||32644|32644.64	||||||unidentified|unidentified strain	0.1215	RNODE_229_length_2135_cov_3.06673	32644
32644.67	strain	||||||32644|32644.67	||||||unidentified|unidentified strain	0.1606	RNODE_521_length_36130_cov_13.94678	32644
32644.66	strain	||||||32644|32644.66	||||||unidentified|unidentified strain	0.3320	RNODE_532_length_1573_cov_5.21419	32644
32644.61	strain	||||||32644|32644.61	||||||unidentified|unidentified strain	0.0867	RNODE_55_length_2901_cov_27.42654	32644
1238.6	strain	2|1224|1236|72273|135616|1237|1238|1238.6	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.0173	Otu2209	2
32644.63	strain	||||||32644|32644.63	||||||unidentified|unidentified strain	0.1413	RNODE_36_length_1303_cov_4.84934	32644
32644.62	strain	||||||32644|32644.62	||||||unidentified|unidentified strain	0.1384	RNODE_10_length_6468_cov_8.06035	32644
1208324.1	strain	2|1224|28211|204455|31989|875170|1208324|1208324.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodobacterales|Rhodobacteraceae|Celeribacter|Celeribacter indicus|Celeribacter indicus strain	0.0000	Otu454.0	875170
55601.13	strain	2|1224|1236|135623|641|662|55601|55601.13	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.0086	Otu692	2
55601.10	strain	2|1224|1236|135623|641|662|55601|55601.10	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio anguillarum|Vibrio anguillarum strain	0.1208	Otu479	2
1238.7	strain	2|1224|1236|72273|135616|1237|1238|1238.7	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.0000	Otu2202	2
120577.1	strain	2|1224|28211|356|118882|234|120577|120577.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella|Brucella ceti|Brucella ceti strain	0.0086	Otu336	2
120577.2	strain	2|1224|28211|356|118882|234|120577|120577.2	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Brucella|Brucella ceti|Brucella ceti strain	0.0000	Otu712	2
1007084.1	strain	2157|651137||31932|338190|1007082|1007084|1007084.1	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Candidatus Nitrosoarchaeum|Candidatus Nitrosoarchaeum limnia|Candidatus Nitrosoarchaeum limnia strain	0.0000	Otu46	2157
531813.1	strain	2|1224|28211|356|45401|1082930|531813|531813.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Pelagibacterium|Pelagibacterium halotolerans|Pelagibacterium halotolerans strain	0.0000	Otu716.0	45401
45202.59	strain	||||||45202|45202.59	||||||unidentified plasmid|unidentified plasmid strain	0.1519	RNODE_513_length_2330_cov_8.01964	45202
32644.71	strain	||||||32644|32644.71	||||||unidentified|unidentified strain	0.1113	RNODE_18_length_1746_cov_2.65719	32644
1763536.1	strain	2|1224|1236|135622|267889|1518149|1763536|1763536.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Colwelliaceae|Thalassotalea|Thalassotalea sp. LPB0090|Thalassotalea sp. LPB0090 strain	0.0259	Otu953.0	267889
45202.50	strain	||||||45202|45202.50	||||||unidentified plasmid|unidentified plasmid strain	0.1000	RNODE_493_length_3152_cov_5.77526	45202
45202.51	strain	||||||45202|45202.51	||||||unidentified plasmid|unidentified plasmid strain	0.0971	RNODE_497_length_1925_cov_6.51336	45202
45202.52	strain	||||||45202|45202.52	||||||unidentified plasmid|unidentified plasmid strain	0.0903	RNODE_283_length_5699_cov_25.39792	45202
1238.3	strain	2|1224|1236|72273|135616|1237|1238|1238.3	Bacteria|Proteobacteria|Gammaproteobacteria|Thiotrichales|Piscirickettsiaceae|Piscirickettsia|Piscirickettsia salmonis|Piscirickettsia salmonis strain	0.0000	Otu2363.0	1237
44251.1	strain	2|1239|91061|1385|186822|44249|44251|44251.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus durus|Paenibacillus durus strain	0.0259	Otu1737	2
45202.55	strain	||||||45202|45202.55	||||||unidentified plasmid|unidentified plasmid strain	2.1004	RNODE_125_length_3363_cov_4.82640	45202
45202.56	strain	||||||45202|45202.56	||||||unidentified plasmid|unidentified plasmid strain	0.1586	RNODE_434_length_14801_cov_23.79494	45202
45202.57	strain	||||||45202|45202.57	||||||unidentified plasmid|unidentified plasmid strain	0.4265	RNODE_54_length_5865_cov_60.48297	45202
232259.1	strain	2|976|768503|768507|563798|232244|232259|232259.1	Bacteria|Bacteroidetes|Cytophagia|Cytophagales|Cyclobacteriaceae|Belliella|Belliella baltica|Belliella baltica strain	0.0000	Otu664.0	563798
575200.1	strain	2|201174|1760|85007|1653|1716|575200|575200.1	Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium maris|Corynebacterium maris strain	0.0000	Otu1377	2
930802.1	strain	2|976|117743|200644|49546|363408|930802|930802.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens marinus|Nonlabens marinus strain	0.0000	Otu1788.0	49546
117207.1	strain	2|1224|28211|204457|41297|165697|117207|117207.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Sphingopyxis|Sphingopyxis alaskensis|Sphingopyxis alaskensis strain	0.0000	Otu799.0	41297
467094.1	strain	2|201174|84992|84993|84994|682522|467094|467094.1	Bacteria|Actinobacteria|Acidimicrobiia|Acidimicrobiales|Acidimicrobiaceae|Ilumatobacter|Ilumatobacter coccineus|Ilumatobacter coccineus strain	0.3970	Otu24.0	682522
45202.105	strain	||||||45202|45202.105	||||||unidentified plasmid|unidentified plasmid strain	0.0736	RNODE_318_length_3470_cov_3.16589	45202
45202.104	strain	||||||45202|45202.104	||||||unidentified plasmid|unidentified plasmid strain	2.2059	RNODE_254_length_2341_cov_33.31005	45202
45202.107	strain	||||||45202|45202.107	||||||unidentified plasmid|unidentified plasmid strain	0.0883	RNODE_374_length_1862_cov_9.75489	45202
45202.106	strain	||||||45202|45202.106	||||||unidentified plasmid|unidentified plasmid strain	0.0655	RNODE_584_length_2761_cov_46.10439	45202
45202.101	strain	||||||45202|45202.101	||||||unidentified plasmid|unidentified plasmid strain	0.0811	RNODE_423_length_1943_cov_28.57781	45202
45202.100	strain	||||||45202|45202.100	||||||unidentified plasmid|unidentified plasmid strain	0.2091	RNODE_474_length_1569_cov_5.24895	45202
1288970.1	strain	2|1224|28211|204441|41295|1182780|1288970|1288970.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhodospirillales|Rhodospirillaceae|Magnetospira|Magnetospira sp. QH-2|Magnetospira sp. QH-2 strain	0.0328	Otu61.0	41295
45202.102	strain	||||||45202|45202.102	||||||unidentified plasmid|unidentified plasmid strain	0.5363	RNODE_56_length_2028_cov_4.74177	45202
58290.1	strain	2157|28890|183980|2231|2232|2233|58290|58290.1	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Archaeoglobus|Archaeoglobus veneficus|Archaeoglobus veneficus strain	0.0000	Otu1431	2157
104267.6	strain	2|976|117743|200644|49546|104267||104267.6	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Tenacibaculum||Tenacibaculum strain	0.0000	Otu2227.0	49546
32644.76	strain	||||||32644|32644.76	||||||unidentified|unidentified strain	0.0586	RNODE_359_length_13543_cov_22.66711	32644
45202.87	strain	||||||45202|45202.87	||||||unidentified plasmid|unidentified plasmid strain	0.0400	RNODE_524_length_1679_cov_2.99128	45202
1112209.1	strain	2|1224|1236|72274|468|497|1112209|1112209.1	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Psychrobacter|Psychrobacter sp. PAMC 21119|Psychrobacter sp. PAMC 21119 strain	0.0000	Otu1255	2
2187.1	strain	2157|28890|183939|2182|2183|2184|2187|2187.1	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanococcaceae|Methanococcus|Methanococcus vannielii|Methanococcus vannielii strain	0.0000	Otu1662	2157
680279.1	strain	2|1224|1236|135622|72275|261825|680279|680279.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Agarivorans|Agarivorans gilvus|Agarivorans gilvus strain	0.0086	Otu570.0	261825
32644.18	strain	||||||32644|32644.18	||||||unidentified|unidentified strain	0.3014	RNODE_290_length_1262_cov_19.53548	32644
32644.19	strain	||||||32644|32644.19	||||||unidentified|unidentified strain	0.1465	RNODE_462_length_1528_cov_6.07822	32644
54120.1	strain	2157|28890|224756|2191|2194|230355|54120|54120.1	Archaea|Euryarchaeota|Methanomicrobia|Methanomicrobiales|Methanomicrobiaceae|Methanolacinia|Methanolacinia petrolearia|Methanolacinia petrolearia strain	0.0000	Otu2254	2157
45202.29	strain	||||||45202|45202.29	||||||unidentified plasmid|unidentified plasmid strain	0.0717	RNODE_565_length_1563_cov_11.71995	45202
45202.28	strain	||||||45202|45202.28	||||||unidentified plasmid|unidentified plasmid strain	0.1661	RNODE_277_length_1592_cov_15.82548	45202
292691.1	strain	2|976|117743|200644|49546|292691||292691.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Gramella||Gramella strain	0.0345	Otu323.0	49546
702113.1	strain	2|1224|28211|204457|41297|165696|702113|702113.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Sphingomonadaceae|Novosphingobium|Novosphingobium sp. PP1Y|Novosphingobium sp. PP1Y strain	0.0000	Otu220.0	41297
45202.25	strain	||||||45202|45202.25	||||||unidentified plasmid|unidentified plasmid strain	0.5363	RNODE_322_length_4175_cov_18.22923	45202
32644.11	strain	||||||32644|32644.11	||||||unidentified|unidentified strain	0.6016	RNODE_404_length_3462_cov_2.92616	32644
32644.12	strain	||||||32644|32644.12	||||||unidentified|unidentified strain	0.0624	RNODE_126_length_3157_cov_3.75885	32644
32644.13	strain	||||||32644|32644.13	||||||unidentified|unidentified strain	0.0676	RNODE_470_length_2095_cov_7.42232	32644
32644.14	strain	||||||32644|32644.14	||||||unidentified|unidentified strain	0.1209	RNODE_386_length_2437_cov_8.66377	32644
45202.20	strain	||||||45202|45202.20	||||||unidentified plasmid|unidentified plasmid strain	0.1502	RNODE_442_length_4465_cov_7.11694	45202
45202.23	strain	||||||45202|45202.23	||||||unidentified plasmid|unidentified plasmid strain	0.3722	RNODE_156_length_3948_cov_63.43887	45202
45202.22	strain	||||||45202|45202.22	||||||unidentified plasmid|unidentified plasmid strain	0.3092	RNODE_50_length_1796_cov_6.24352	45202
1736674.1	strain	2|976|117743|200644|49546|261827|1736674|1736674.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Algibacter|Algibacter alginolytica|Algibacter alginolytica strain	0.0432	Otu42.0	261827
187493.1	strain	2|1224|1236|135619|135620|187492|187493|187493.1	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Thalassolituus|Thalassolituus oleivorans|Thalassolituus oleivorans strain	0.1025	Otu352.1	135620
187493.2	strain	2|1224|1236|135619|135620|187492|187493|187493.2	Bacteria|Proteobacteria|Gammaproteobacteria|Oceanospirillales|Oceanospirillaceae|Thalassolituus|Thalassolituus oleivorans|Thalassolituus oleivorans strain	0.1640	Otu86.0	187492
45202.75	strain	||||||45202|45202.75	||||||unidentified plasmid|unidentified plasmid strain	0.1859	RNODE_139_length_3589_cov_11.15335	45202
692370.1	strain	2|1224|28211|204457|335929|361177|692370|692370.1	Bacteria|Proteobacteria|Alphaproteobacteria|Sphingomonadales|Erythrobacteraceae|Altererythrobacter|Altererythrobacter dongtanensis|Altererythrobacter dongtanensis strain	0.0000	Otu2326	2
45202.86	strain	||||||45202|45202.86	||||||unidentified plasmid|unidentified plasmid strain	0.1097	RNODE_491_length_3124_cov_17.57383	45202
195522.1	strain	2157|28890|183968|2258|2259|2263|195522|195522.1	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus nautili|Thermococcus nautili strain	0.0173	Otu1750	2157
212663.1	strain	2|1224|1236|135623|641|662|212663|212663.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Vibrio|Vibrio tasmaniensis|Vibrio tasmaniensis strain	0.0604	Otu1498	2
1476.1	strain	2|1239|91061|1385|186818|1569|1476|1476.1	Bacteria|Firmicutes|Bacilli|Bacillales|Planococcaceae|Sporosarcina|Sporosarcina psychrophila|Sporosarcina psychrophila strain	0.0000	Otu1581	2
1410606.1	strain	2157|651137||||1593364|1410606|1410606.1	Archaea|Thaumarchaeota||||Candidatus Nitrosopelagicus|Candidatus Nitrosopelagicus brevis|Candidatus Nitrosopelagicus brevis strain	0.0000	Otu332	2157
40269.4	strain	2|1224|1236|135623|641|511678|40269|40269.4	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0086	Otu778	2
40269.5	strain	2|1224|1236|135623|641|511678|40269|40269.5	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0000	Otu2313	2
40269.6	strain	2|1224|1236|135623|641|511678|40269|40269.6	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0259	Otu581	2
40269.7	strain	2|1224|1236|135623|641|511678|40269|40269.7	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0000	Otu2006	2
32003.3	strain	2|1224|28216|32003||||32003.3	Bacteria|Proteobacteria|Betaproteobacteria|Nitrosomonadales||||Nitrosomonadales strain	0.0432	Otu1153	2
40269.1	strain	2|1224|1236|135623|641|511678|40269|40269.1	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0173	Otu2487	2
715451.1	strain	2|1224|1236|135622|72275|226|715451|715451.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Alteromonas|Alteromonas naphthalenivorans|Alteromonas naphthalenivorans strain	0.0000	Otu1391	2
40269.3	strain	2|1224|1236|135623|641|511678|40269|40269.3	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0000	Otu395	2
146919.1	strain	2|976||1100069|563843|146918|146919|146919.1	Bacteria|Bacteroidetes||Bacteroidetes Order II. Incertae sedis|Rhodothermaceae|Salinibacter|Salinibacter ruber|Salinibacter ruber strain	0.0000	Otu2017.0	563843
447471.1	strain	2|1224|1236|1706369|1706371|447467|447471|447471.1	Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Simiduia|Simiduia agarivorans|Simiduia agarivorans strain	0.0000	Otu631.0	447467
40269.8	strain	2|1224|1236|135623|641|511678|40269|40269.8	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0000	Otu1894	2
40269.9	strain	2|1224|1236|135623|641|511678|40269|40269.9	Bacteria|Proteobacteria|Gammaproteobacteria|Vibrionales|Vibrionaceae|Aliivibrio|Aliivibrio salmonicida|Aliivibrio salmonicida strain	0.0000	Otu2258.0	511678
1898108.1	strain	2||||||1898108|1898108.1	Bacteria||||||bacterium AB1|bacterium AB1 strain	0.0259	Otu1817	2
76594.2	strain	2|976|117743|200644|49546|104264|76594|76594.2	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga baltica|Cellulophaga baltica strain	0.0036	Otu230.1	49546
76594.1	strain	2|976|117743|200644|49546|104264|76594|76594.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Cellulophaga|Cellulophaga baltica|Cellulophaga baltica strain	0.0000	Otu312.0	49546
29483.1	strain	2|1224|1236|91347|1903411|629|29483|29483.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Yersiniaceae|Yersinia|Yersinia aldovae|Yersinia aldovae strain	0.0000	Otu1862	2
32049.1	strain	2|1117||1890424|1890426|1129|32049|32049.1	Bacteria|Cyanobacteria||Synechococcales|Synechococcaceae|Synechococcus|Synechococcus sp. PCC 7002|Synechococcus sp. PCC 7002 strain	0.0000	Otu2389	2
1763538.1	strain	2|1239|91061|1385|186822|44249|1763538|1763538.1	Bacteria|Firmicutes|Bacilli|Bacillales|Paenibacillaceae|Paenibacillus|Paenibacillus sp. LPB0068|Paenibacillus sp. LPB0068 strain	0.0086	Otu722	2
43657.1	strain	2|1224|1236|135622|267888|53246|43657|43657.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas|Pseudoalteromonas luteoviolacea|Pseudoalteromonas luteoviolacea strain	0.0173	Otu1187	2
1248727.1	strain	2|1224|1236||||1248727|1248727.1	Bacteria|Proteobacteria|Gammaproteobacteria||||endosymbiont of unidentified scaly snail isolate Monju|endosymbiont of unidentified scaly snail isolate Monju strain	0.0345	Otu1126	2
328515.1	strain	2|976|117743|200644|49546|363408|328515|328515.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Nonlabens|Nonlabens dokdonensis|Nonlabens dokdonensis strain	0.0345	Otu105.0	49546
395922.1	strain	2|74201|414999|415001|415002|442430|395922|395922.1	Bacteria|Verrucomicrobia|Opitutae|Puniceicoccales|Puniceicoccaceae|Coraliomargarita|Coraliomargarita akajimensis|Coraliomargarita akajimensis strain	0.0000	Otu2346.0	415002
316.4	strain	2|1224|1236|72274|135621|286|316|316.4	Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Pseudomonadaceae|Pseudomonas|Pseudomonas stutzeri|Pseudomonas stutzeri strain	0.0086	Otu1501	2
309805.1	strain	2|200783|187857|32069|224027|182899|309805|309805.1	Bacteria|Aquificae|Aquificae|Aquificales|Hydrogenothermaceae|Persephonella|Persephonella marina|Persephonella marina strain	0.0086	Otu625	2
67760.1	strain	2157|28890|183939|2182|196117|196118|67760|67760.1	Archaea|Euryarchaeota|Methanococci|Methanococcales|Methanocaldococcaceae|Methanocaldococcus|Methanocaldococcus infernus|Methanocaldococcus infernus strain	0.0000	Otu2459	2157
1150389.1	strain	2|976|117743|200644|49546||1150389|1150389.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae||Flavobacteriaceae bacterium UJ101|Flavobacteriaceae bacterium UJ101 strain	0.0000	Otu215.0	49546
54261.1	strain	2157|28890|183980|2231|2232|54260|54261|54261.1	Archaea|Euryarchaeota|Archaeoglobi|Archaeoglobales|Archaeoglobaceae|Ferroglobus|Ferroglobus placidus|Ferroglobus placidus strain	0.0000	Otu2385	2157
398743.1	strain	2|976|117743|200644|49546|417127|398743|398743.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Zunongwangia|Zunongwangia profunda|Zunongwangia profunda strain	0.0086	Otu648.0	417127
1608628.1	strain	2|1224|28211|356|45401|119044|1608628|1608628.1	Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Hyphomicrobiaceae|Filomicrobium|Candidatus Filomicrobium marinum|Candidatus Filomicrobium marinum strain	0.0345	Otu520.0	119044
1821960.1	strain	2|1224|1236|91347|1903412|635|1821960|1821960.1	Bacteria|Proteobacteria|Gammaproteobacteria|Enterobacterales|Hafniaceae|Edwardsiella|Edwardsiella anguillarum|Edwardsiella anguillarum strain	0.0086	Otu1300	2
45202.84	strain	||||||45202|45202.84	||||||unidentified plasmid|unidentified plasmid strain	0.0661	RNODE_307_length_2104_cov_13.21902	45202
490759.1	strain	2|1224|1236|135622|72275|2742|490759|490759.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter sp. BSs20148|Marinobacter sp. BSs20148 strain	0.0086	Otu248.0	72275
60847.1	strain	2157|28890|183963|1644055|1644056|60846|60847|60847.1	Archaea|Euryarchaeota|Halobacteria|Haloferacales|Haloferacaceae|Halogeometricum|Halogeometricum borinquense|Halogeometricum borinquense strain	0.0000	Otu1577	2157
1873524.1	strain	2157|28890|183963||||1873524|1873524.1	Archaea|Euryarchaeota|Halobacteria||||haloarchaeon HSR6|haloarchaeon HSR6 strain	0.0000	Otu1078	2157
73141.1	strain	2|1224|1236|135613|1046|13724|73141|73141.1	Bacteria|Proteobacteria|Gammaproteobacteria|Chromatiales|Chromatiaceae|Thiocystis|Thiocystis violascens|Thiocystis violascens strain	0.0518	Otu219.0	1046
55802.2	strain	2157|28890|183968|2258|2259|2263|55802|55802.2	Archaea|Euryarchaeota|Thermococci|Thermococcales|Thermococcaceae|Thermococcus|Thermococcus barophilus|Thermococcus barophilus strain	0.0000	Otu2098	2157
2743.1	strain	2|1224|1236|135622|72275|2742|2743|2743.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Alteromonadaceae|Marinobacter|Marinobacter hydrocarbonoclasticus|Marinobacter hydrocarbonoclasticus strain	0.0183	Otu183.1	72275
1580092.1	strain	2157|651137||31932|338190|338191|1580092|1580092.1	Archaea|Thaumarchaeota||Nitrosopumilales|Nitrosopumilaceae|Nitrosopumilus|Candidatus Nitrosopumilus adriaticus|Candidatus Nitrosopumilus adriaticus strain	0.0432	Otu2403	2157
1883.1	strain	2|201174|1760|85011|2062|1883||1883.1	Bacteria|Actinobacteria|Actinobacteria|Streptomycetales|Streptomycetaceae|Streptomyces||Streptomyces strain	0.0086	Otu1950	2
53246.1	strain	2|1224|1236|135622|267888|53246||53246.1	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas||Pseudoalteromonas strain	0.0000	Otu1593	2
53246.2	strain	2|1224|1236|135622|267888|53246||53246.2	Bacteria|Proteobacteria|Gammaproteobacteria|Alteromonadales|Pseudoalteromonadaceae|Pseudoalteromonas||Pseudoalteromonas strain	0.0000	Otu2282	2
2296.1	strain	2|1224|28221|213118|213119|2295|2296|2296.1	Bacteria|Proteobacteria|Deltaproteobacteria|Desulfobacterales|Desulfobacteraceae|Desulfobacterium|Desulfobacterium autotrophicum|Desulfobacterium autotrophicum strain	0.0000	Otu64.0	213119
57029.1	strain	2|976|117743|200644|49546|83612|57029|57029.1	Bacteria|Bacteroidetes|Flavobacteriia|Flavobacteriales|Flavobacteriaceae|Psychroflexus|Psychroflexus torquis|Psychroflexus torquis strain	0.0000	Otu960.0	49546
269261.1	strain	2|1224|29547|213849||269260|269261|269261.1	Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales||Nitratifractor|Nitratifractor salsuginis|Nitratifractor salsuginis strain	0.0000	Otu931	2
32644.15	strain	||||||32644|32644.15	||||||unidentified|unidentified strain	0.2033	RNODE_218_length_1465_cov_7.29868	32644
